account_id,created_at,account_age_days
ACC_72363c255f4d,2026-02-18 20:56:06,192
ACC_4ebd041a058f,2025-07-19 10:12:25,406
ACC_da3422778956,2021-10-16 11:34:47,1778
ACC_494a5bd976da,2022-11-20 16:11:12,1378
ACC_704d996b1525,2025-02-23 13:24:04,552
ACC_f882148455ef,2022-12-22 09:11:12,1346
ACC_6d960c6aa20c,2022-04-19 06:46:43,1593
ACC_17b3b7566c4b,2025-08-27 10:56:11,367
ACC_97823aed5902,2023-12-01 04:42:39,1002
ACC_0ce51cc13f5c,2024-07-16 16:08:07,774
ACC_148223cbd23c,2025-01-15 17:41:05,591
ACC_512566321fc0,2022-05-06 07:55:27,1576
ACC_7762fa264492,2024-06-15 14:48:20,805
ACC_5d7201df983a,2026-03-14 16:56:37,168
ACC_109943d13eef,2024-11-22 10:44:03,645
ACC_9577343eba51,2024-05-09 15:08:49,842
ACC_209e1d82d711,2025-10-23 19:10:52,310
ACC_23f466f43909,2026-04-06 16:15:28,145
ACC_3a879ebe3e74,2021-12-19 08:00:39,1714
ACC_197e096bb003,2022-03-30 09:00:02,1613
ACC_aa78ea1dff04,2023-08-29 04:55:05,1096
